PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,Samplename,Subpopulation,Superpopulation,Gender
26.812616,46.399506,23.424606,0.56975377,0.4542277,1.0430634,0.36467212,-0.13644734,-0.80512524,-0.1684638,NA18609,CHB,EAS,male
26.438103,43.507904,23.477495,0.5778132,-0.5068873,-1.256394,0.92142314,1.2722598,-0.13640179,0.71771485,NA18610,CHB,EAS,female
28.129435,42.95918,22.726257,-0.6202932,0.010671265,-1.2430187,1.3018653,-0.16023582,-0.72255576,0.05100991,NA18611,CHB,EAS,male
26.545023,42.649452,24.467793,-0.45873886,-0.23888637,-1.5040503,-1.4554766,-0.355322,-0.54405564,-1.3006898,NA18612,CHB,EAS,male
27.17267,42.94408,24.7402,-0.7962191,-0.14788318,0.13117275,-0.24167134,0.81936204,0.19674338,0.41885188,NA18613,CHB,EAS,male
27.566904,44.34103,21.065502,0.93988276,0.6580144,1.174595,1.6438003,-0.32224143,-0.100527205,0.0024953985,NA18614,CHB,EAS,female
25.729286,42.718784,22.271757,-1.3791502,3.2984607,-1.8260152,-0.054829847,-0.93583995,1.9908102,0.7025027,NA18615,CHB,EAS,female
26.414568,43.857372,21.560738,0.21577163,0.44680393,0.6555953,1.2298094,-1.1915231,-0.00067416555,0.90886354,NA18616,CHB,EAS,female
28.319895,43.81852,24.453846,0.07958805,0.86155397,-0.39632964,-1.1378819,-0.75488156,0.4072665,-0.6912027,NA18617,CHB,EAS,female
26.21179,41.939598,20.578255,0.46906003,0.75727856,0.76051193,-0.9984264,1.0155843,1.4131786,-0.5072692,NA18618,CHB,EAS,female
26.2171,34.88349,22.678804,1.1318485,1.3770559,-0.1672276,-0.06591425,0.34216315,1.2495825,-0.2397208,NA18619,CHB,EAS,female
27.680328,42.978786,21.733496,-0.075662866,-0.30380547,0.76514894,1.5951247,0.2265959,-0.7261155,1.1959598,NA18620,CHB,EAS,male
27.734526,36.141254,19.579336,0.049620006,0.7678029,1.3110224,0.28678316,-0.8630765,0.019049715,-0.022045057,NA18621,CHB,EAS,male
28.129082,43.579716,21.34254,0.064959094,-1.1662328,-0.08919011,0.4660862,0.26784492,0.085143514,-0.27156562,NA18622,CHB,EAS,male
27.672564,42.53827,21.214346,0.5442546,0.14272289,-0.38500962,-0.9579787,0.5731034,-0.016706971,0.27274185,NA18623,CHB,EAS,male
27.98345,45.874805,26.118322,-1.6122528,-1.1776496,1.9960175,1.1489118,0.41386834,-0.46014282,0.67029625,NA18624,CHB,EAS,male
26.346155,44.75302,23.973152,1.384497,1.7090964,0.08770918,-0.35267478,1.1340344,-1.1508309,-0.6865806,NA18625,CHB,EAS,female
27.80499,43.196922,21.654343,-0.9779034,-0.86851937,1.5354972,0.8523457,1.8752395,0.029878035,-0.35976624,NA18626,CHB,EAS,female
26.585756,41.019436,19.84939,0.9777801,0.75519407,-2.4012456,0.38365102,0.6779939,-0.6782387,-1.0169244,NA18627,CHB,EAS,female
25.771698,43.057964,26.126776,-0.5177127,-1.7071397,0.5816141,0.73017925,-0.9453833,0.25483993,1.6154413,NA18628,CHB,EAS,female
27.869167,42.398674,21.907976,0.4622835,0.29228756,0.017695813,-0.8865987,-0.73244953,-0.5325726,1.3652143,NA18629,CHB,EAS,male
25.16556,40.54294,22.973589,0.7694509,-0.75734776,-2.7903922,-0.6613962,-0.29589885,-1.2515712,0.8521658,NA18630,CHB,EAS,female
26.196363,45.782036,24.410881,-0.8057543,1.5680375,0.92490643,-1.4369717,-0.14008479,-0.57350117,1.8572676,NA18631,CHB,EAS,female
27.082897,44.89117,21.684912,-0.8568975,-0.13852713,-0.9817916,0.43309265,-0.837072,1.6420254,0.913576,NA18632,CHB,EAS,male
25.962376,45.2836,24.04027,0.9632954,-0.12511823,-0.36178434,-0.17027067,-0.9015304,0.7053064,1.8755332,NA18633,CHB,EAS,male
26.013348,43.37174,24.705734,0.05481945,0.1133032,0.8696042,-1.3530838,0.5612223,-0.06575053,1.7652113,NA18634,CHB,EAS,female
28.324543,45.28583,23.406769,0.37814584,0.66766965,-0.0776052,0.22765842,1.6414284,-1.2584035,-2.2107735,NA18635,CHB,EAS,male
27.700998,43.039223,24.255508,1.2065142,-0.9873919,-0.60598207,-0.3702475,-0.3070345,0.24596317,-0.14086317,NA18636,CHB,EAS,male
27.298204,41.368534,22.180546,-0.37709662,-1.2152467,-0.34115282,0.78078943,0.6121787,0.40750003,-0.860492,NA18637,CHB,EAS,male
27.573656,47.915348,26.379839,-0.5167249,1.0974437,-2.7879992,-1.821563,-0.88956183,-0.52814555,0.15298563,NA18638,CHB,EAS,male
29.091072,48.34262,26.926422,0.8544443,0.20601411,-0.35210845,-1.3531271,-0.7401701,-0.19529042,0.88258684,NA18639,CHB,EAS,male
26.57336,41.331474,21.870893,-0.1608956,-0.052775096,0.979701,-0.23349987,-1.3493081,-1.8082289,1.2867697,NA18640,CHB,EAS,female
26.218588,43.404976,20.88194,-0.04938096,-0.8273914,-0.2645464,-0.30816516,-0.36219707,0.46004483,0.033253647,NA18641,CHB,EAS,female
27.389553,43.378,23.84059,-0.27718398,0.33462477,0.056172878,1.1515336,1.6619836,-0.5860944,-1.6746489,NA18642,CHB,EAS,female
26.667452,44.056553,23.929668,1.6619304,0.42647046,-0.58957934,-0.9260693,0.44136074,-0.19827326,0.0035840145,NA18643,CHB,EAS,male
28.012154,44.309566,22.589605,-0.55341685,-1.0033615,0.16397263,-1.3136488,0.63964075,0.10514423,-0.28761837,NA18644,CHB,EAS,female
27.407011,43.148727,18.637558,-0.15070683,0.13869809,1.2084693,2.0849733,0.49776986,-0.0133605385,-0.03075291,NA18645,CHB,EAS,male
27.76508,43.32984,24.967356,-0.36786628,-0.030629024,-0.7096326,-1.1219766,-0.45251712,1.7637584,1.2827976,NA18646,CHB,EAS,female
27.319683,42.399666,21.877857,-0.5916813,-1.4311582,-0.28825465,0.39598072,1.0035591,0.099965096,-1.6169618,NA18647,CHB,EAS,male
27.8348,41.95523,19.505701,-0.088013634,0.41518447,1.5894216,2.5768242,-0.43520668,-1.8361259,-0.5900329,NA18648,CHB,EAS,male
27.143766,45.158257,24.35424,1.1563126,0.06548193,-2.6798112,-0.27323157,-0.2283881,-1.1879284,-2.77246,NA18740,CHB,EAS,male
28.220057,43.100075,20.068796,-1.5133692,0.4067479,-0.4794023,-0.08185541,0.26148927,0.03757359,0.7702974,NA18745,CHB,EAS,male
27.536388,42.934296,21.680956,-0.15144655,-0.57075745,-0.22099619,1.0630769,-1.0627218,0.032566298,0.6373744,NA18747,CHB,EAS,male
26.76388,40.702972,20.761967,0.47224984,-0.49630433,-0.58613676,-0.8204731,0.89118356,-0.3940539,0.6664091,NA18748,CHB,EAS,male
27.0079,39.55376,25.133501,1.3500209,0.2526574,-0.9419465,-0.8772507,-0.7199325,0.20741816,-0.47104645,NA18749,CHB,EAS,male
28.041883,43.63309,23.55103,0.8707037,0.8356922,-0.40880215,-0.28544405,-0.07193794,0.1912876,-1.5242177,NA18757,CHB,EAS,male
-70.916916,5.2808394,-0.3887581,38.296406,-1.0628783,-1.3750335,60.181156,-25.318274,14.736108,0.3457655,NA18853,YRI,AFR,male
-65.24021,3.3262408,0.9376983,24.800518,7.518392,-10.630168,-18.982672,-8.045796,1.0660994,-12.816582,NA18856,YRI,AFR,male
-68.00226,4.3909373,-2.6440382,24.148252,-3.36344,3.2241957,-35.024193,22.572344,3.6228487,30.913622,NA18858,YRI,AFR,female
-71.48242,5.4572716,-4.5965443,-6.5228415,1.9935771,-28.503107,30.389467,60.44048,28.675262,-38.58826,NA18861,YRI,AFR,female
-72.694115,5.3485093,-1.9884487,-12.298109,-2.0330694,13.546627,-0.93647635,-86.04748,2.3145673,7.5794945,NA18864,YRI,AFR,female
-69.01155,4.8273373,-0.9491141,-56.431988,18.73588,-40.76754,-49.440212,-123.689865,16.73907,14.943698,NA18865,YRI,AFR,male
-70.23492,5.4295444,0.70416886,11.028213,-25.909435,-3.450623,-56.247158,49.87979,14.241934,-3.8507624,NA18867,YRI,AFR,female
-70.93964,3.4719925,-2.6255362,-20.23956,-14.0546465,-3.5330377,25.706984,-26.05357,-13.376302,-0.3767077,NA18868,YRI,AFR,male
-68.952,5.221692,-1.4683965,17.956253,-32.068817,-84.39614,-30.374243,-25.710257,-36.525288,76.71581,NA18870,YRI,AFR,female
-71.766495,5.1494594,-2.041106,11.284485,-2.4770956,22.72034,12.910621,13.802893,-51.693535,-40.177395,NA18871,YRI,AFR,male
-66.31966,5.5615253,-1.6885979,24.410082,0.37395787,21.527607,-8.951676,-11.885985,-19.421806,-44.339046,NA18873,YRI,AFR,female
-69.78662,4.092251,-1.8365006,10.061136,-4.978137,-6.4545546,12.621742,10.246745,43.554882,-15.076678,NA18874,YRI,AFR,male
-76.617455,6.5350785,-2.1592202,-50.66126,31.58839,25.138145,19.845234,46.198498,-68.47984,-4.75464,NA18876,YRI,AFR,female
-69.10137,5.4431467,-2.704164,-13.642878,16.807484,-23.2558,10.56855,-6.2091174,-9.235722,11.812346,NA18877,YRI,AFR,male
-68.28575,3.5758808,-0.630842,11.109689,-3.8728037,-0.18546627,-29.264858,21.585415,-17.970678,2.6306903,NA18878,YRI,AFR,female
-68.03705,5.9835067,-0.86842257,13.685607,0.85779756,50.1392,-11.65296,-20.145142,37.213356,19.784477,NA18879,YRI,AFR,male
-69.83944,2.3951385,-0.85899806,-2.9582644,16.819569,48.550053,-19.45886,51.21925,8.995586,41.10374,NA18881,YRI,AFR,female
-70.36081,5.3358145,-2.8656216,41.267513,4.4650993,22.367647,29.005297,2.44837,-29.67355,38.1252,NA18907,YRI,AFR,female
-72.21525,5.968468,-0.9170222,-1.1055509,-45.170883,-79.326225,-21.128513,21.962755,30.901258,0.01962233,NA18908,YRI,AFR,male
-70.77155,3.2565958,-1.3747708,2.51034,-4.840243,-18.861507,-27.89702,-2.6282566,-2.7062626,10.371085,NA18909,YRI,AFR,female
-68.10445,2.7977054,-2.507705,26.50695,-6.8781924,-13.413828,-9.830963,13.208042,-2.3388927,-46.266785,NA18910,YRI,AFR,male
-71.39912,5.9048476,-3.383448,-156.83179,-103.89411,23.998644,4.6416397,-14.170179,42.89002,-29.298494,NA18912,YRI,AFR,female
-72.062675,5.13064,-1.4810845,17.005112,-21.701824,19.618034,54.923454,47.900284,53.93131,-14.191893,NA18915,YRI,AFR,male
-71.01655,4.439642,-2.3577127,-24.000084,7.5826864,-14.245819,19.380903,38.819088,28.918873,0.92786527,NA18916,YRI,AFR,female
-67.521355,3.9814265,-2.139158,4.8031344,-33.224854,-81.57215,-6.6325517,-45.5609,-80.952866,44.861767,NA18917,YRI,AFR,male
-72.36024,3.2324774,-1.4768254,21.686775,14.911038,16.499275,-5.00681,-14.015932,-3.8121645,58.129074,NA18923,YRI,AFR,male
-71.00608,4.426808,-2.0269406,18.102333,3.9858584,-11.791735,-27.860775,-12.351949,-3.010189,29.219183,NA18924,YRI,AFR,female
-69.94752,5.7933116,-1.8367476,-15.640197,-17.112633,-9.302208,-18.41472,7.292548,39.17385,40.842766,NA18933,YRI,AFR,female
-73.24609,5.1911726,-1.0103675,-15.172495,52.878933,28.698257,-18.267933,52.525322,-58.342697,38.111576,NA18934,YRI,AFR,male
-71.04346,5.2270036,-2.3698268,28.369005,12.719253,13.376634,-3.6837087,-18.877733,23.664661,11.866515,NA19092,YRI,AFR,male
-70.69552,3.2310078,-0.32749233,34.23505,-57.992863,-52.879684,26.502567,33.9319,20.52235,-15.0662985,NA19093,YRI,AFR,female
-68.20438,4.2773185,-0.19721866,17.416824,-16.149097,34.296417,10.958215,-24.634064,29.045004,-7.2189655,NA19095,YRI,AFR,female
-70.99359,5.5055957,-2.7441165,9.830175,-17.322893,27.449764,13.851091,-6.62981,22.482538,-11.20928,NA19096,YRI,AFR,male
-70.44916,3.2175024,-0.7518298,51.28442,32.0151,71.64677,-64.13193,30.88698,19.14602,18.627146,NA19098,YRI,AFR,male
-68.83298,4.954852,0.12007624,18.161364,10.004001,8.60172,45.420628,1.9115912,-3.484093,-8.995488,NA19099,YRI,AFR,female
-68.2329,3.335345,-2.677888,9.9444065,6.661111,-25.50359,1.9632454,-11.218809,-43.9274,-63.68511,NA19102,YRI,AFR,female
-72.381424,5.3099937,-1.8507429,-45.010704,-17.8281,3.8454003,-3.8600373,12.723209,-14.938917,-11.909514,NA19107,YRI,AFR,male
-70.590096,6.6668634,-1.3138199,-7.7958455,-28.016388,-13.411796,29.102959,-20.25556,43.23083,10.498326,NA19108,YRI,AFR,female
-69.34292,6.381961,-1.0400289,30.456476,-14.434126,14.263546,4.8236356,2.569082,12.162278,61.69015,NA19113,YRI,AFR,male
-69.248474,5.2504263,-2.3678038,-10.239064,-22.772861,13.40677,36.47971,55.628128,5.3997355,33.65561,NA19114,YRI,AFR,female
-70.507034,4.896416,-2.135376,-21.896534,1.4790949,31.220373,-23.782343,-10.292156,-1.5716693,30.210297,NA19116,YRI,AFR,female
-70.00612,3.247073,-1.4700298,-1.2293345,-3.3991053,21.505102,-3.9034421,5.281891,-10.632031,32.178307,NA19117,YRI,AFR,male
-57.1003,0.2586775,0.67350346,-7.7730355,-14.086201,-17.15294,11.043486,32.878628,15.029486,-23.954018,NA19118,YRI,AFR,female
-71.5494,5.768272,-2.0518177,-8.31102,44.072212,42.395744,6.288038,30.327301,5.735426,17.036455,NA19119,YRI,AFR,male
-70.56437,4.1786284,-1.7199857,47.040417,-25.92174,-27.089828,26.875063,-4.49652,25.560255,29.925991,NA19121,YRI,AFR,male
-68.942314,2.3861773,-0.11603722,36.095863,23.416658,-6.737631,-7.245777,-21.954685,2.6128132,3.1810257,NA19129,YRI,AFR,female
-69.6314,4.9038167,-1.0540581,13.2350645,-35.74871,-28.205507,11.1005125,6.2433147,4.214807,-16.905275,NA19130,YRI,AFR,male
-69.29166,6.2358623,-1.0846753,-69.48568,0.22878835,-10.074222,-33.20327,7.995689,13.62317,-30.934921,NA19131,YRI,AFR,female
-70.6378,6.563678,-3.9061217,-13.407866,28.416054,-28.49016,-11.247906,4.8968186,53.765106,-6.2889147,NA19137,YRI,AFR,female
-69.03706,4.236287,-1.8151852,27.29194,-23.177807,18.271252,32.157505,-0.45226675,-24.991245,-35.361824,NA19138,YRI,AFR,male
-68.36214,4.095325,-3.1289437,1.2705241,-12.81799,-24.0706,-33.93944,4.67256,-12.286581,-30.24927,NA19141,YRI,AFR,male
-70.91443,6.325374,-0.7900018,-29.661638,-33.17705,57.26843,36.039257,-22.473166,-46.92823,-18.230585,NA19143,YRI,AFR,female
-70.37409,4.41607,-0.7348343,-79.47716,183.25954,-72.376015,52.590572,-38.102997,54.166542,12.138787,NA19144,YRI,AFR,male
-66.218605,3.4435,-1.6605312,30.459795,-0.01763072,-13.487336,5.1699038,9.071545,33.333508,6.4579797,NA19146,YRI,AFR,male
-69.723366,3.9550507,-2.9039984,-61.605396,-22.056337,-9.367706,-6.740563,-14.042386,62.98135,-13.9588175,NA19147,YRI,AFR,female
-68.8902,2.4649465,-0.76099974,10.408551,-21.123001,-54.18517,24.020374,-0.0059059123,13.535357,-20.68432,NA19149,YRI,AFR,female
-72.03959,3.8445938,-3.9096222,24.927029,-40.43019,-94.867676,70.78008,-6.8757725,-39.721928,48.06042,NA19152,YRI,AFR,female
-69.657455,5.4492183,-1.9760908,-15.608646,29.50399,0.005278906,-16.477783,39.742466,-9.654526,18.290382,NA19153,YRI,AFR,male
-68.70776,5.0712056,-0.5766758,-17.11416,-6.003652,15.331213,-40.07232,4.0718684,6.36358,-16.23855,NA19159,YRI,AFR,female
-71.25058,5.7297306,-1.8406626,-137.12256,-108.85087,51.24697,52.14502,-15.264718,9.449102,16.172544,NA19160,YRI,AFR,male
-69.12637,4.510876,0.3208614,4.4011683,-32.20952,-12.782097,34.55133,38.89444,-10.607729,-23.299381,NA19171,YRI,AFR,male
-69.909195,4.671679,-0.9799572,-84.25104,21.117691,18.730898,-17.33511,75.51007,-104.28812,72.29622,NA19172,YRI,AFR,female
-69.52121,5.0892763,-1.826036,-5.852726,-35.146507,34.71978,-27.054806,-132.3951,-21.401237,-17.01592,NA19175,YRI,AFR,male
-68.801414,4.8640785,-1.1474806,9.306846,10.831667,0.07225691,-39.654877,-25.811281,44.69678,-12.861121,NA19184,YRI,AFR,male
-68.17139,5.9557295,-3.3952098,6.9227295,35.634823,-22.8776,16.62287,-28.422983,-27.795633,-18.175741,NA19185,YRI,AFR,female
-67.74837,4.0216713,-0.8450408,42.137066,1.196494,-9.752686,9.130432,-21.673172,-22.998903,36.90617,NA19189,YRI,AFR,male
-70.061455,6.175361,-1.6484109,33.85995,12.101378,7.696179,-48.725376,-14.002929,-20.517418,-48.4712,NA19190,YRI,AFR,female
-68.61346,3.4396443,-1.8145022,1.4342908,-20.49821,-3.7536304,-37.056087,30.224966,12.517599,-2.2610674,NA19197,YRI,AFR,female
-71.78575,6.222128,-2.0496137,5.150767,-17.286566,41.185658,-34.76132,-13.494709,-9.286725,-5.3722258,NA19198,YRI,AFR,male
-67.074196,3.697706,-1.5021453,38.267475,-17.373877,-26.872957,-14.573191,12.7707205,21.975565,-21.39185,NA19200,YRI,AFR,male
-69.44949,6.6137433,-3.9520562,-6.754526,26.055212,6.3570333,27.063007,15.431007,-47.85168,-51.165794,NA19201,YRI,AFR,female
-65.995186,2.9048061,-1.7634948,-35.450348,16.71084,-7.2813244,18.828918,5.3910503,-23.589367,-16.368433,NA19204,YRI,AFR,female
-70.11471,2.6831903,-0.07113331,-26.37403,97.39437,29.723892,5.4159474,14.813925,2.1308692,17.52934,NA19206,YRI,AFR,female
-66.46993,3.8520021,-1.9792268,13.343095,3.1178665,-12.359512,-51.827396,-2.7746334,17.787006,-23.890673,NA19207,YRI,AFR,male
-69.33794,4.3024898,-1.4783244,15.600188,32.306114,-26.250067,0.53995425,-4.477296,-10.3206625,-30.437918,NA19209,YRI,AFR,female
-71.8735,4.187729,-1.4641409,20.62927,-4.555735,33.92936,17.606302,-13.972051,2.963911,-36.84466,NA19210,YRI,AFR,male
-70.84458,4.1648536,-2.1318128,-12.560217,5.2468815,-20.093458,50.578255,29.577948,-9.517233,13.511534,NA19213,YRI,AFR,male
-74.876495,5.872625,-2.4001431,-16.226217,14.104873,-1.7689985,-34.522236,-18.001045,-21.088894,35.65857,NA19214,YRI,AFR,female
-70.63518,3.8883703,-1.5286411,22.67522,-15.958515,11.017367,78.54766,-13.626925,-26.051949,-62.960648,NA19222,YRI,AFR,female
-71.46164,4.15512,-2.1751,-8.668427,-48.99607,-115.12068,-27.999193,-23.018064,-45.115635,76.228065,NA19223,YRI,AFR,male
-70.44495,5.836454,-1.9036764,8.886411,7.7431297,28.195038,-37.5363,-45.690006,2.0005996,14.441306,NA19225,YRI,AFR,female
-72.92532,3.5403063,-4.4646215,4.440988,10.2682,2.427964,-19.064474,20.333908,4.055938,-8.709319,NA19235,YRI,AFR,female
-65.74196,3.3857744,0.2933271,-4.5388227,-3.1149147,13.902777,-11.861166,14.276814,45.207863,31.341822,NA19236,YRI,AFR,male
-70.423134,5.196543,-2.0394685,14.084693,5.197006,41.740463,-22.654913,-48.750126,47.795944,-4.6120496,NA19238,YRI,AFR,female
-70.91062,7.4422092,-3.3560665,35.231327,-0.10309962,7.45755,0.10179698,20.228552,-5.51995,16.815992,NA19239,YRI,AFR,male
-66.85963,5.4666963,0.2615564,-31.693846,-1.5929041,-12.112889,-29.691437,1.3293474,-43.88902,-77.859856,NA19247,YRI,AFR,female
-69.59338,6.2549906,-1.5587674,56.660072,-28.580872,-18.246916,16.263708,41.97674,61.813522,4.4573917,NA19248,YRI,AFR,male
-68.83727,4.680234,-3.2440646,27.014416,14.968666,3.1629403,-7.8623724,-21.136847,24.283365,-2.9988182,NA19256,YRI,AFR,male
-71.57004,5.1133537,-1.7808018,-10.725983,18.446693,18.443851,26.588436,-28.259665,-49.65251,8.110167,NA19257,YRI,AFR,female
19.073029,-39.43588,17.490963,-1.5279222,0.97527736,-0.74338204,0.57448554,-1.0317817,-0.9887864,1.005873,NA19648,MXL,AMR,female
21.099403,-36.374104,7.1035376,0.41052726,-1.2616054,0.70491856,-1.813537,1.2132181,1.1536108,1.1419352,NA19649,MXL,AMR,male
24.091908,-17.239603,-22.801096,-0.39150557,0.77978915,0.13809003,-0.1069708,-0.23955354,0.072593965,-0.5615419,NA19651,MXL,AMR,female
20.007982,-25.493916,-7.1270657,-0.6793012,-0.5204673,-2.3193686,0.22076435,0.66948956,1.816398,-1.0633093,NA19652,MXL,AMR,male
23.034746,-16.050743,-21.146452,-0.7296894,1.4887662,1.1837236,-0.48649192,-0.4873367,-1.3979373,-0.12987484,NA19654,MXL,AMR,female
22.061308,-12.245561,-24.863527,-1.0381975,0.6258686,-0.51212853,-0.40383634,-0.5917534,-1.1273723,-1.9075912,NA19655,MXL,AMR,male
24.247116,-12.741634,-29.73204,-0.7203938,0.88772124,-3.3124623,1.2030281,-0.28654876,-2.7600622,-0.15379964,NA19657,MXL,AMR,female
9.617727,-6.9767365,-27.878828,-3.2261074,-1.6479021,-0.7391184,5.557946,4.2025595,1.5422379,-2.496834,NA19658,MXL,AMR,male
23.086319,-11.35952,-27.525715,1.590071,1.0341209,-0.0019104056,-0.13157743,1.1024289,0.50249577,1.1269011,NA19661,MXL,AMR,male
23.778795,-8.797182,-27.92248,0.002993354,0.05668923,0.43387476,0.36931047,-1.1294795,0.4587843,1.1827816,NA19663,MXL,AMR,female
22.547735,-21.534695,-4.2104588,0.5626973,1.3281168,-2.5514894,0.26774275,-0.98959816,0.076747455,-1.5173645,NA19664,MXL,AMR,male
21.980272,-13.8526125,-13.037598,0.23997082,0.48596317,0.7972529,-0.738105,-0.77439237,-0.873421,-0.11341091,NA19669,MXL,AMR,female
10.494826,-8.069874,-24.475336,-1.4154322,-1.6422765,-0.52754253,1.1228309,1.5501019,-2.8549228,-2.4603696,NA19670,MXL,AMR,male
24.082878,-29.371582,1.6809264,0.5189678,-0.52826196,1.2851369,-1.3448795,-1.4319819,0.22461599,0.19510874,NA19676,MXL,AMR,male
15.516099,-21.589064,-5.7396564,3.924312,0.5987976,-3.58742,-3.1527975,2.46421,6.650907,2.0873399,NA19678,MXL,AMR,female
19.621529,-29.242073,4.4983006,0.16828063,-0.8912178,-0.8371879,-0.5950308,0.21690024,0.5609819,1.2238511,NA19679,MXL,AMR,male
24.663475,-6.7804713,-30.030235,0.4888412,-0.8132895,-0.36989984,0.03809561,-0.104750946,1.3429997,0.3062771,NA19681,MXL,AMR,female
16.476572,-10.210989,-20.389324,-0.5105007,0.9764919,-3.6759775,1.284701,0.1805255,-0.36096442,2.6984272,NA19682,MXL,AMR,male
22.363855,-22.102938,-16.867435,-0.88292456,-0.59323186,-0.9247976,0.38791487,-1.6623586,-0.073465765,1.8863008,NA19684,MXL,AMR,female
23.282372,-19.37891,-15.534492,-0.5560273,-0.07509308,1.7375832,-0.92361087,0.83411145,0.76856756,0.90999234,NA19716,MXL,AMR,female
26.027712,3.527983,-46.55377,0.18722346,-0.9989345,0.8301516,-0.022159778,-0.4348283,0.300956,0.76040643,NA19717,MXL,AMR,male
17.895466,-20.962162,-10.869106,-0.18024786,0.9657936,0.5319029,-0.20129165,3.2515244,-0.5817913,1.1281631,NA19719,MXL,AMR,female
18.086903,-10.0283985,-25.901268,1.403311,0.810358,-0.6751408,-2.3298957,0.654414,-1.1313882,-1.8421153,NA19720,MXL,AMR,male
3.0314884,-19.26419,-3.9791737,1.4442745,1.7682127,-5.2021937,-0.0032886611,10.081234,-3.1503322,-2.201913,NA19722,MXL,AMR,female
21.119862,-6.5612974,-28.708559,2.1740136,3.4760168,-1.8794148,-1.1201367,-0.3714945,-0.5983936,-0.64941585,NA19723,MXL,AMR,male
9.555561,-23.43348,1.7518566,-4.2085476,-3.2105427,1.6211483,-1.944593,1.5761789,3.5974696,-2.694305,NA19725,MXL,AMR,female
27.546406,5.299536,-50.270912,-0.1728814,-0.3179206,0.15162653,-0.95963806,0.39173633,0.5939038,-0.16321723,NA19726,MXL,AMR,male
17.502861,-2.572409,-34.591114,0.62993413,-0.84663415,-3.3520172,-0.4767292,0.36343125,-1.2714756,-0.019282946,NA19728,MXL,AMR,female
23.212091,-20.893543,-15.2687025,-0.38629672,0.3001288,0.6397625,-0.2786331,0.65907556,-1.0451719,0.684225,NA19729,MXL,AMR,male
24.316504,-1.2616886,-37.2649,-1.2786835,0.20251109,2.4292457,0.34106553,-0.29659373,-0.73179394,-1.0038614,NA19731,MXL,AMR,female
28.76854,7.6739364,-52.382713,0.1805912,0.5886706,0.76919824,-0.08067152,0.027487123,0.29797196,0.07531406,NA19732,MXL,AMR,male
23.815756,-17.558058,-13.341511,-1.4592915,-0.25963888,0.01684931,-1.3909054,0.9697577,-0.6802318,0.5589045,NA19734,MXL,AMR,female
24.749996,-12.717813,-21.986866,-0.8778665,-1.106211,-0.69598955,0.34709954,0.20532823,-0.44276142,0.8253389,NA19735,MXL,AMR,male
20.281105,-13.905122,-14.6865835,0.7690936,0.5217372,-0.16298236,-1.0649657,0.23516588,0.5521791,-0.66287416,NA19740,MXL,AMR,female
24.480341,11.366764,-32.02571,-0.2855307,-0.5792963,0.5752286,-0.7718635,-0.17328203,-1.1771137,-0.5900467,NA19741,MXL,AMR,male
20.640083,-14.92595,-19.211306,1.1662353,-0.7449579,0.22582702,0.9790227,0.7899736,-0.7093781,-3.8008125,NA19746,MXL,AMR,female
23.37048,-6.5032945,-31.599602,-0.72561157,-0.25368726,0.00032391294,-0.6847532,-1.0495102,-1.7348119,1.5218854,NA19747,MXL,AMR,male
26.512598,14.331644,7.530388,-4.3790555,-1.7645558,3.1707337,-0.5921644,1.2418011,0.5038816,1.2994175,NA19749,MXL,AMR,female
19.94844,-29.784943,1.1549262,-0.5453787,1.3345674,-1.7036194,-0.6228938,2.0705006,1.5751393,1.1276383,NA19750,MXL,AMR,male
23.2935,-12.163464,-22.64061,-0.1942373,2.2150764,2.0277004,1.2621672,0.86925024,-0.9998664,0.40804976,NA19752,MXL,AMR,female
21.908377,-16.00167,-13.82435,-1.5888437,-0.95465046,1.4595473,-0.75644696,-0.8107708,0.87973845,0.04641205,NA19755,MXL,AMR,female
14.810572,-10.973735,-20.782972,1.9716147,-0.1282256,-0.43491215,-0.14217776,-0.5629786,1.1654075,1.3386763,NA19756,MXL,AMR,male
26.05362,-3.3362505,-32.651657,-0.50064516,-0.116609424,-0.19998334,0.0672445,0.4129258,-0.41907737,0.6420454,NA19758,MXL,AMR,female
26.802492,0.3320062,-41.386047,-0.07487781,-0.78551584,-0.4233064,-0.5542332,-0.9025195,0.58941585,0.39516357,NA19759,MXL,AMR,male
25.329634,-6.1581883,-32.900494,0.34678996,0.54572713,0.2229245,0.27281547,-0.47098693,0.021094328,0.22151236,NA19761,MXL,AMR,female
21.699411,-18.812754,-15.957623,-0.30369142,1.2232666,-1.0098419,-0.52868056,-2.5586803,-1.0523894,-0.89258116,NA19762,MXL,AMR,male
21.822515,3.3164256,-36.16111,-0.22953528,-1.1058502,-0.49392033,1.316958,-0.58451676,-0.505602,-0.53888375,NA19764,MXL,AMR,female
22.489428,-11.275974,-28.28322,0.20515305,0.9229528,0.19482473,0.28420755,-0.8624605,-0.78281534,-2.0689664,NA19770,MXL,AMR,female
22.29079,-28.023533,-2.9924083,-2.2317863,-0.29553643,1.3616006,-0.42186773,0.15855113,1.1912754,-0.83399695,NA19771,MXL,AMR,male
19.500118,-24.808243,-0.5467503,-1.1653316,-0.95111495,0.5826692,-0.0077001806,0.13093612,-1.2348009,1.1109978,NA19773,MXL,AMR,female
