PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,Samplename,Subpopulation,Superpopulation,Gender
17.964685,-42.54429,18.437124,1.0531628,-0.98766434,-2.6960254,-0.015007371,0.1352762,1.6728126,1.722444,HG01672,IBS,EUR,male
17.853853,-38.97425,17.141087,0.67117774,0.9248882,0.5986392,0.5052491,-1.2729046,-0.97699744,-1.6390821,HG01673,IBS,EUR,female
21.254044,-45.31449,20.030241,-1.5174936,-2.2983272,1.6743782,0.44649905,0.27111724,-0.6915775,2.4024677,HG01675,IBS,EUR,male
19.119503,-47.967926,20.674711,-1.1769184,-0.62962836,-0.6256021,1.0922713,1.904027,-2.978258,1.4872117,HG01676,IBS,EUR,female
20.52962,-41.68234,20.826721,-0.07579023,0.7651044,0.0037327807,0.255129,0.3288944,0.4970419,0.9170876,HG01678,IBS,EUR,male
19.07306,-40.056244,19.43805,-0.30160967,1.2029182,-0.5128675,3.389877,-0.6760541,-2.0701187,0.98058814,HG01679,IBS,EUR,female
18.305258,-40.073326,20.231117,-0.5671924,0.56015015,-0.64378655,-2.432691,-1.1821027,-0.067962505,3.0947325,HG01680,IBS,EUR,male
20.563772,-45.50785,20.57487,-0.25473732,-0.80200315,0.10310062,1.5827806,-0.4574665,0.44667414,-0.026253015,HG01682,IBS,EUR,male
20.514137,-46.083523,19.083855,-3.0086324,-2.0563734,1.556756,-1.1871697,0.619494,-1.3584217,2.1977012,HG01684,IBS,EUR,female
12.703835,-38.851196,17.386177,3.1470456,-2.5660737,-0.5520287,-3.7787216,-4.856078,1.6081511,0.64379317,HG01685,IBS,EUR,female
16.06584,-39.461334,16.18317,2.2368193,1.4452459,-2.3629792,0.38439232,-2.3121834,1.5172815,-1.3810064,HG01686,IBS,EUR,male
14.921091,-38.32231,16.650038,0.39817676,0.55985224,-3.2184033,0.24822655,1.1487429,3.1446357,-3.1062226,HG01694,IBS,EUR,male
17.343626,-40.307663,17.258402,-0.41565672,-2.8697095,0.30737427,0.36580896,-0.8519691,-2.7526698,-2.4355392,HG01695,IBS,EUR,female
18.24523,-43.916683,20.254654,1.9668587,0.21965224,-2.1502926,-3.7830937,-0.19700664,-0.5678341,0.15906453,HG01697,IBS,EUR,female
17.710197,-42.471153,19.031862,-1.3457655,-0.6133354,0.38850796,-0.117406845,1.1777141,-1.3508892,-0.8934164,HG01699,IBS,EUR,male
21.601618,-48.408028,21.191673,-2.7897854,-0.5218938,0.5829295,2.4140944,0.8553065,0.72634244,1.3525221,HG01700,IBS,EUR,male
19.547258,-47.435623,22.721094,-1.5972556,-0.21857207,0.9534545,1.2628952,0.71643347,-1.564525,2.952886,HG01702,IBS,EUR,female
17.969545,-42.397617,16.558764,-1.0353245,-1.3910147,-0.035009675,0.20288733,-1.2342124,-1.2803237,1.6830776,HG01704,IBS,EUR,female
18.062572,-44.892513,17.956682,0.3484615,2.0393264,4.656678,-4.314939,-0.5676611,2.8605812,2.7541275,HG01705,IBS,EUR,male
18.37157,-41.5867,16.27196,-0.88443744,-2.298159,-2.0248883,-0.7058429,-1.9718875,-0.2708861,0.26689318,HG01707,IBS,EUR,female
17.69659,-44.416718,20.419529,1.9782975,2.8292246,-0.6537413,3.9486756,-5.153863,-0.17460911,0.29154444,HG01708,IBS,EUR,male
18.967089,-41.460773,17.643814,1.216268,1.55426,2.1929502,-1.40404,0.2741862,-0.83384687,0.49985364,HG01709,IBS,EUR,male
18.9502,-39.469326,20.68838,0.7882025,-2.3838665,-1.6202959,1.1994592,-1.3982387,1.0503912,1.8070667,HG01710,IBS,EUR,female
19.366388,-45.654106,20.587944,-1.9444318,-1.6457446,0.4917794,-0.8947165,1.4901799,-0.34707847,-0.95927507,HG01746,IBS,EUR,female
19.239977,-43.38711,20.100683,1.1492944,-2.6229548,0.95675296,0.060696866,-1.6822318,-0.23314945,-1.5432699,HG01747,IBS,EUR,male
18.875168,-47.591278,23.680754,-1.6122779,1.8775101,1.8340977,3.2572544,-0.62040347,0.4423418,0.955989,HG01756,IBS,EUR,male
18.0947,-38.75253,20.270447,-1.199475,-1.3345348,-0.8465692,-0.58394945,-0.39965528,-0.08924035,3.5946374,HG01757,IBS,EUR,female
17.795307,-41.30769,18.04501,-0.6968595,-0.569096,0.12689888,1.7823851,-0.18881616,-0.14999497,0.25738525,HG01761,IBS,EUR,male
17.875715,-41.390312,20.969898,3.016426,0.92186904,-0.7804504,0.06890351,-1.6219386,-0.8916687,0.3844105,HG01762,IBS,EUR,female
18.058342,-42.71372,21.267218,2.8412488,3.0163934,1.3431448,-2.6212094,-1.9700284,2.4600074,4.003308,HG01765,IBS,EUR,male
13.874565,-40.927128,20.937431,4.043574,5.098518,2.5255003,-5.20968,0.10508528,2.4335148,5.058583,HG01766,IBS,EUR,female
17.64962,-41.226246,19.731522,-1.343099,0.72251,-0.5737549,1.7695018,0.25679484,-0.92152256,0.5353475,HG01767,IBS,EUR,male
20.076199,-41.49525,20.099466,-0.37875304,-0.07686458,-0.6960614,-0.49343303,0.12964062,-0.40786827,-0.7428492,HG01768,IBS,EUR,female
15.286019,-40.011578,19.211119,2.0865054,4.594802,2.4777474,0.5216193,4.35795,-2.4509354,-2.5404537,HG01770,IBS,EUR,female
20.304905,-45.56302,18.520935,0.4986961,-0.38340262,0.900299,-0.42331126,1.7829436,0.9471534,0.17257087,HG01771,IBS,EUR,male
19.024258,-41.130875,15.987951,-2.5505764,-0.20929247,-0.51199067,1.7464557,0.67614216,0.031483866,-0.42295176,HG01773,IBS,EUR,female
19.752014,-42.838047,19.512033,-1.4199774,-0.17865762,-0.6614729,-0.43291375,-0.6873523,0.8461562,-1.7303356,HG01775,IBS,EUR,male
20.452072,-46.20556,23.466667,1.384369,0.89537746,1.9875642,2.4851959,1.4524672,-1.8195969,0.493275,HG01776,IBS,EUR,female
19.78106,-42.18986,18.812279,0.19284728,1.6835177,-1.7149788,-0.6114448,0.41243738,1.4727355,1.0421296,HG01777,IBS,EUR,male
19.335796,-42.37453,22.515982,-0.68598205,-2.7201395,2.1646988,-0.30516964,-2.035621,0.9905472,1.3836068,HG01779,IBS,EUR,female
18.911165,-43.06231,17.579136,-1.9387763,-1.9661164,1.3964403,2.0385098,0.2672105,-0.4469168,-0.5546249,HG01781,IBS,EUR,male
17.373114,-43.3818,18.66711,-0.63341576,1.0572238,-3.2155707,0.28989464,-0.9300951,0.49499476,-0.19343351,HG01783,IBS,EUR,male
16.429007,-40.429806,18.983685,0.36335278,2.251142,-0.5638087,-2.0926638,0.15239485,-1.3556085,-2.6069891,HG01784,IBS,EUR,female
20.305664,-43.03214,20.208954,-0.3781354,0.41845873,1.690134,-0.27064514,1.2340117,1.0072243,-2.1300187,HG01785,IBS,EUR,male
18.214617,-43.09997,21.190434,-1.944182,-0.07188286,0.9966042,2.0613034,-0.71362513,-0.9850772,0.9681558,HG01786,IBS,EUR,female
17.887177,-39.44069,16.870499,0.27518275,-0.212143,-0.25430712,0.2765738,-0.3997848,0.57095766,-0.75655663,HG02219,IBS,EUR,male
17.164606,-45.194565,20.54504,-0.010232615,-2.1037629,-2.5887234,-1.917551,-0.6898129,-2.296533,-2.6215117,HG02220,IBS,EUR,female
17.372871,-42.501255,17.85732,-0.6531434,-0.30512825,0.73238546,-0.025531378,-0.34151664,1.0426859,-1.8368356,HG02221,IBS,EUR,male
17.626158,-42.41003,21.002748,-0.3863795,1.5882431,-0.77420384,0.12822115,0.6856898,0.2546494,-3.795359,HG02223,IBS,EUR,female
17.069786,-43.227455,19.612791,0.031428885,0.23965374,0.10635612,-0.7916292,0.87554574,1.2457939,0.54484165,HG02224,IBS,EUR,male
16.911074,-42.328007,20.251337,-0.11452118,-0.726533,1.1074035,0.042965267,-1.5285597,-0.8608781,-1.0281072,HG02230,IBS,EUR,female
17.251278,-40.436256,19.484966,2.1181138,-0.44180852,2.554701,0.06953483,-1.4376676,-1.78274,-2.2000258,HG02231,IBS,EUR,male
16.787971,-42.494286,20.444244,0.37487453,1.2286236,0.508915,-1.8241273,-1.6147846,0.28148136,-1.9873621,HG02232,IBS,EUR,female
18.250443,-44.08246,21.857304,1.3516335,0.31361684,0.04578521,0.22940005,-2.554785,2.217286,-1.9107523,HG02233,IBS,EUR,male
18.80545,-42.387585,16.084555,1.446425,0.7121734,0.55042654,0.58315396,-0.5485853,-2.1448455,-0.30945057,HG02235,IBS,EUR,female
18.827179,-39.078854,16.983667,-0.18754601,-0.10196442,-0.09312643,-0.0027424605,0.44250098,-1.5149313,0.19181123,HG02236,IBS,EUR,male
18.44691,-41.77084,18.07444,0.7099892,-0.47810033,2.4966598,-1.1887269,0.4328488,-1.9414124,2.0049615,HG02238,IBS,EUR,male
17.94539,-39.01302,19.198658,-1.819766,-0.17117868,1.7227731,0.7204553,0.43626237,-0.35658813,0.03345354,HG02239,IBS,EUR,female
-69.17437,4.1789284,-2.3499715,-6.4080467,-4.2846665,12.965204,-14.544576,-22.806923,0.6307835,17.875011,NA18486,YRI,AFR,male
-69.80707,3.420962,-0.42864826,-8.59214,20.197378,25.621422,30.151915,7.2639003,5.823704,-7.141628,NA18488,YRI,AFR,female
-65.951546,3.325255,-0.62018675,-2.6153238,-12.902725,30.342936,0.20840375,-9.327478,25.98525,1.1343032,NA18489,YRI,AFR,female
-65.26821,3.9599192,-1.774957,1.1419245,-1.5833787,32.40777,-4.266001,27.380772,15.884542,-8.6452875,NA18498,YRI,AFR,male
-71.73795,4.9157677,-0.87006396,7.501221,20.738718,29.258905,25.60884,-70.63668,-10.826561,-35.84211,NA18499,YRI,AFR,female
-73.97268,3.834834,-0.67049783,77.37575,8.562547,70.019066,77.28283,-56.823963,-3.1176755,37.58762,NA18501,YRI,AFR,male
-68.41606,4.006739,-1.9601873,0.052184127,-4.504645,10.148142,12.500635,14.347482,23.096167,22.25635,NA18502,YRI,AFR,female
-72.215,5.6278915,-3.76041,-14.070679,11.912815,36.319817,-32.52885,41.4469,8.883668,35.26615,NA18504,YRI,AFR,male
-67.79015,5.4148364,-3.631102,-2.1148207,3.028293,16.94281,-3.9222922,16.409803,24.773172,16.098665,NA18505,YRI,AFR,female
-73.79892,4.0429235,-2.1485307,17.996788,-34.28133,3.2974255,-28.100733,17.80433,16.430933,10.286373,NA18507,YRI,AFR,male
-71.12545,2.2865522,-1.9851991,-5.0713067,12.512249,-28.176233,-12.771242,38.78245,41.966785,27.238482,NA18508,YRI,AFR,female
-68.29769,3.8891482,-1.7834342,26.238245,10.468468,3.2902825,99.63864,-12.781429,-11.195812,-27.381195,NA18510,YRI,AFR,male
-69.01818,5.413257,0.14838755,-56.896282,113.244286,-66.69345,35.427315,-12.487648,66.572205,-16.699877,NA18511,YRI,AFR,female
-65.8394,4.3902993,-1.8694708,-11.532749,-15.453333,4.4510946,-26.450556,27.013763,-2.618266,-51.44196,NA18516,YRI,AFR,male
-69.16568,4.6972857,-2.8220873,35.494015,6.026601,-27.690577,-2.2156775,32.785286,-7.515534,-37.0928,NA18517,YRI,AFR,female
-71.15866,4.382831,-3.5978909,-5.7892933,16.527634,-0.1102588,-12.15593,21.564909,-92.40497,10.004875,NA18519,YRI,AFR,male
-71.47846,3.8252504,-2.0105667,11.775415,1.516459,52.814384,-27.319687,-36.774532,-15.566497,56.735832,NA18520,YRI,AFR,female
-67.93445,6.408805,-2.1625414,-1.0110145,15.579271,-4.8147354,29.010292,6.1171556,-77.93067,-53.78553,NA18522,YRI,AFR,male
-69.96419,5.1911416,-3.2656014,19.97865,16.746897,-30.279135,-126.698746,-0.10744904,-22.992235,-114.032646,NA18523,YRI,AFR,female
27.353819,42.165062,24.460474,0.80112815,-0.29488993,0.0054180035,0.836012,0.3206091,-0.8447701,1.9860616,NA18525,CHB,EAS,female
26.551636,45.42825,26.786985,2.1614718,-0.8206,0.12616369,-1.3165315,-0.5181952,0.6010349,0.6495468,NA18526,CHB,EAS,female
27.085035,40.806835,21.453646,1.490292,0.13422911,0.47455016,0.7261381,0.09098157,-1.0299594,-0.07922867,NA18528,CHB,EAS,female
28.966064,44.267696,23.123001,1.0940489,0.4802279,0.018203324,-0.9125842,-0.3235928,1.4736748,0.6808731,NA18530,CHB,EAS,male
28.523289,47.64874,26.143238,0.8262036,0.2640088,1.8630931,-0.89582676,0.90680677,-0.0886676,1.7272816,NA18531,CHB,EAS,female
26.811352,45.175587,25.388618,0.40126368,0.7623548,-0.06687573,-0.5735581,-0.22210923,1.6866679,-0.74886906,NA18532,CHB,EAS,female
28.929857,47.254784,25.260557,-1.8773848,0.17755516,-0.5223301,0.2894814,-0.06345632,-2.1405535,-0.11537448,NA18533,CHB,EAS,female
27.584188,43.401512,23.539528,-1.4739472,1.2800508,-1.3061795,0.22002646,-0.10567562,-0.78107965,-2.3537173,NA18534,CHB,EAS,male
27.6652,46.265114,23.823242,-0.22797513,-0.050580744,0.2963048,1.6362494,-1.0774161,-0.37429065,1.5081526,NA18535,CHB,EAS,female
26.197594,44.36619,25.314808,-0.32720634,-0.96050227,0.22562917,-0.4465285,-0.37608144,0.61527145,0.06190122,NA18536,CHB,EAS,male
26.410099,39.87308,20.936386,-0.0346002,-1.2189229,1.2613081,0.3978212,0.25717142,0.77593136,1.1173042,NA18537,CHB,EAS,female
26.646383,43.07064,22.10368,-0.40487936,0.5471904,0.8331589,0.6374902,1.0642847,-0.25644183,0.7608691,NA18538,CHB,EAS,female
27.418703,42.39922,20.565203,0.40454915,0.026624532,-0.1029304,-0.17386797,-1.6872884,0.3636238,0.35452622,NA18539,CHB,EAS,female
27.788963,45.465202,22.043587,0.8779426,-0.8451102,0.12266639,0.27594903,1.534215,-0.0114389425,-0.3660263,NA18541,CHB,EAS,female
26.424263,41.90052,20.327887,0.5898606,0.11581073,0.36305243,0.39826798,0.11160731,-1.8109387,-2.1346557,NA18542,CHB,EAS,female
26.79252,43.279236,25.27345,0.42470565,0.34784293,-0.42852142,-1.540497,0.3309467,1.238313,0.69200647,NA18543,CHB,EAS,male
26.835833,42.951122,23.711418,-0.14736053,0.11543517,-1.1047316,-0.7679909,1.3708688,-0.54289275,-1.017137,NA18544,CHB,EAS,male
27.20316,46.48338,22.583393,0.034051523,1.5129259,-1.06478,-1.353928,-0.07411166,0.76263726,-0.96620476,NA18545,CHB,EAS,female
27.720116,44.901203,24.487188,0.5439429,-0.11529049,-0.8084904,1.3942045,1.4265646,-1.5323994,1.5883152,NA18546,CHB,EAS,male
26.720194,43.779163,23.074827,-1.4843559,-1.177173,2.6786678,1.0734917,-1.0707165,1.0783385,0.24458978,NA18547,CHB,EAS,female
29.96938,45.52308,25.40592,-0.051339153,0.057812545,-0.02996126,0.21049328,0.4877773,0.10114565,-0.7753653,NA18548,CHB,EAS,male
26.399794,42.903778,22.057673,0.50278556,0.35827968,-1.6442026,-0.20838721,0.42306352,0.7296645,0.18228973,NA18549,CHB,EAS,male
26.202621,42.525703,24.192698,1.3178825,0.123961024,-0.67561144,0.801411,0.31819192,-0.0031853502,-0.3292378,NA18550,CHB,EAS,female
27.294567,40.820553,21.132502,0.034692176,0.50555307,0.15928331,0.14286329,1.4510425,0.24299997,1.4279412,NA18552,CHB,EAS,female
27.577375,43.295555,24.193817,-0.17547268,-1.4021236,0.9564321,0.09155487,-0.37934992,1.030692,-0.06862225,NA18553,CHB,EAS,female
27.509096,44.57569,24.706604,-0.8420563,0.65184057,0.19601804,-0.22052296,0.7159278,1.0321739,2.188242,NA18555,CHB,EAS,female
27.402887,44.81135,23.649822,0.44363272,0.07548931,1.5531894,0.33296663,-0.6435814,0.3296356,0.93184817,NA18557,CHB,EAS,male
27.135763,40.774227,22.133026,0.77747184,0.57954335,0.668005,-0.08456285,0.2207304,-1.1359239,-2.5321908,NA18558,CHB,EAS,male
26.401701,46.053165,26.819595,0.61364424,-0.28327292,0.8181518,-0.44742393,1.8955725,0.5599075,-0.501858,NA18559,CHB,EAS,male
26.462439,41.138092,22.117651,-0.65637475,0.14436321,-1.1787004,0.49266762,-0.91177624,0.045985583,1.0439763,NA18560,CHB,EAS,female
28.89079,46.157272,25.117983,0.62532276,1.3639843,-1.5417075,-1.2495503,-0.921344,-0.58784497,-1.4282762,NA18561,CHB,EAS,male
25.732103,38.24604,20.595613,1.052153,-0.070765845,0.35781375,0.7744002,-1.079424,-0.9106705,-1.2073884,NA18562,CHB,EAS,male
28.106781,42.871708,23.819235,0.07433834,-1.172928,-1.2410512,0.8700447,-0.13597912,0.52223337,0.99715513,NA18563,CHB,EAS,male
26.852116,36.257973,21.938736,-0.94570893,-0.19382854,1.3128725,0.35366324,-0.13597777,-0.32578683,0.19693145,NA18564,CHB,EAS,female
27.650429,43.510155,23.105036,-1.2813286,0.40529394,-0.15043098,-1.1000841,0.33177766,0.5465578,-0.076696314,NA18565,CHB,EAS,female
30.27288,43.727577,21.696201,-0.7769258,-0.015152084,0.31322894,1.1125412,0.2646517,-1.6826106,-1.662717,NA18566,CHB,EAS,female
26.534592,46.05052,24.484627,-0.027609685,-0.5583557,-0.70199686,0.015576969,-0.015091446,0.15840715,-0.5088586,NA18567,CHB,EAS,female
28.524092,43.918346,25.48605,-0.63171166,1.2538195,0.5128835,-0.60721385,-0.39054358,-0.5109814,0.21357611,NA18570,CHB,EAS,female
27.232267,44.51401,23.966204,-0.4967204,-1.1845642,0.76181334,1.2063977,-0.8307461,-0.5294992,0.1855279,NA18571,CHB,EAS,female
27.33751,44.830383,24.538553,0.70970076,-0.3695804,-1.3643165,-0.043916963,-1.0291831,-1.0376602,-1.074284,NA18572,CHB,EAS,male
27.644485,43.14046,22.620462,-0.5473046,-0.08705082,-1.6738224,-0.17019987,0.8640626,-1.23917,0.37087592,NA18573,CHB,EAS,female
24.83116,37.750843,18.23899,0.41920465,0.62524384,0.5909137,-0.11930187,-0.42071307,1.132554,-0.18918163,NA18574,CHB,EAS,female
26.473341,41.493324,21.277323,-0.58561826,-0.69360274,0.066771545,-0.77571386,-0.33604234,0.6182881,0.27925518,NA18577,CHB,EAS,female
27.59005,45.26265,22.331781,-2.124228,-0.76459205,0.6635228,-0.12769012,-0.666976,-0.7605085,-1.0740901,NA18579,CHB,EAS,female
27.681553,39.759026,23.143185,1.2952447,-0.16178954,1.7599131,1.324815,1.049469,-0.91380775,1.3303343,NA18582,CHB,EAS,female
27.460096,45.358955,22.39961,0.30895126,1.1885562,-0.046757273,0.30879563,1.4022573,0.78560495,0.19570225,NA18591,CHB,EAS,female
27.601126,45.711277,26.359575,1.4270127,-1.6836612,0.61313576,0.39789638,-2.283152,-0.030618506,1.8614333,NA18592,CHB,EAS,female
27.782877,49.14362,28.086443,0.7111836,-0.8065505,1.2176057,1.2896509,-0.20319737,0.16207431,-0.042131886,NA18593,CHB,EAS,female
27.42148,45.177467,20.725113,0.39766276,-0.14181878,-0.09914771,-0.69886243,-1.2497411,-1.1366295,0.19854867,NA18595,CHB,EAS,female
26.268612,44.88277,23.20618,-1.0438796,-1.2901727,0.07183694,0.9185024,0.00017478594,1.9358808,0.5495371,NA18596,CHB,EAS,female
28.144163,38.939686,21.408272,-0.63999933,-1.1757916,-0.6178032,-0.10411821,-1.007005,-0.86199844,-0.67543685,NA18597,CHB,EAS,female
28.712269,44.66536,23.604557,-0.07556291,0.059413254,-1.7078489,0.36432287,0.63604957,-0.19396536,0.093846835,NA18599,CHB,EAS,female
28.055529,45.06388,21.677967,-1.5615033,0.64795464,0.59619576,0.19154269,0.14759144,0.32057154,0.5463328,NA18602,CHB,EAS,female
24.787066,40.49093,19.306347,-0.91146153,0.39450338,-0.1547387,0.42453283,-0.13610522,-0.7675243,-0.54497874,NA18603,CHB,EAS,male
27.65636,43.657417,21.914986,0.4781576,-0.60802954,1.7110392,-0.19393484,1.8280392,1.6639218,0.6363153,NA18605,CHB,EAS,male
26.740446,41.8117,23.386194,-0.14236276,0.09085595,0.4965354,-1.0768877,1.7476482,-0.024080563,2.3271608,NA18606,CHB,EAS,male
27.438889,38.781063,20.963404,-0.07551491,-0.14808308,-0.39512712,-0.035773974,-1.113682,0.887906,-0.9032697,NA18608,CHB,EAS,male
