PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,Samplename
16.604937,-36.70692,-30.554998,-1.5603914,0.7041824,-3.5213385,-0.385955,-1.2402885,-0.457887,-0.15979584,IBS_176indv
17.681345,-40.246616,-31.071611,1.7212259,-0.037537705,-1.2102183,-0.9223289,-1.2526319,1.047866,-0.0061834757,IBS_177indv
16.663887,-43.950928,-32.90234,1.666664,-1.7289851,0.37908036,0.6492436,0.75791824,2.1145167,0.50901973,IBS_178indv
15.689993,-40.03664,-31.725962,-0.12113568,0.15273891,0.22185488,1.3383012,-1.206488,-0.5494631,0.48580933,IBS_179indv
16.1672,-43.966457,-31.574007,-0.20357256,-1.9440136,1.0850486,1.4949085,-1.0475686,0.6398669,-0.24564502,IBS_180indv
14.245126,-43.202785,-30.4363,0.027587265,-0.53923464,0.927664,0.4617914,-2.2579596,4.886341,1.136198,IBS_181indv
17.011463,-41.487732,-31.177856,0.40113395,-0.9855176,-0.76882565,1.2361891,-2.5811408,2.107543,1.1902252,IBS_182indv
15.16449,-39.843765,-29.88115,-0.79194397,0.17381953,-2.5452292,0.86711234,-1.045701,3.5828524,-0.11870623,IBS_183indv
17.591726,-42.321327,-32.930737,1.1820701,-1.6162299,-0.11425125,-1.000052,1.1010942,2.4884171,0.9287337,IBS_184indv
16.550632,-43.181015,-31.142357,0.85697716,-0.41206953,-1.849479,-0.97687715,-1.1129107,2.4267688,-1.0090635,IBS_185indv
15.404898,-44.051994,-31.80093,0.07800461,-0.23335709,-0.5124344,2.7829897,-0.14150615,1.9124893,-0.30007115,IBS_186indv
17.75459,-42.194546,-34.85786,0.7324709,0.020993594,-0.97494954,0.08129268,-0.23016389,0.23590054,-0.07285614,IBS_187indv
14.71955,-41.62745,-30.398212,0.5510419,-0.096608505,0.06159724,0.35267836,0.9207123,0.3581866,-0.06360388,IBS_188indv
16.066084,-40.65673,-33.21489,0.007613592,-2.4988675,1.0016751,-0.5398234,-0.1285098,0.12732655,0.20195095,IBS_189indv
16.492329,-41.816242,-30.31166,1.481034,-0.627899,1.8376274,1.0256265,-0.06620134,0.17590919,1.1777945,IBS_190indv
18.852413,-32.273083,-33.74457,0.7240875,-1.3226991,-0.0116398055,3.4126737,1.205198,1.0257158,-1.3264594,IBS_191indv
13.407148,-41.42411,-33.555458,-0.15392645,-2.176023,-0.05759114,-2.8725872,0.030022537,4.4481196,4.65961,IBS_192indv
14.657943,-41.944557,-30.17996,-0.9214326,0.9202698,-2.0054328,-0.5733986,-0.1378851,-0.6175816,1.735044,IBS_193indv
16.519224,-45.087982,-33.617912,1.9073507,-0.9283174,0.5200875,0.037912022,0.5166573,3.122719,-0.38778666,IBS_194indv
18.515343,-40.952457,-33.984585,0.018211123,-0.3231145,-0.18528037,0.31341225,-0.21612333,-0.61995876,0.3586636,IBS_195indv
16.819223,-42.042793,-31.246254,0.58586407,0.39147353,-0.52382433,1.0115294,-0.88625324,0.045391314,0.17429617,IBS_196indv
19.315948,-45.204334,-35.03948,0.98887485,-1.4746965,-1.0750169,2.745932,-0.6695329,0.99096566,-0.49579495,IBS_197indv
17.751837,-44.43477,-32.264587,0.64448714,-0.61771435,-0.9766005,1.9621173,-0.07493081,1.0581615,0.6863019,IBS_198indv
16.820047,-41.5876,-31.26026,0.103872925,-1.9054626,0.5555999,-0.022147067,-1.4389685,0.7991846,0.33388433,IBS_199indv
16.369022,-40.47163,-32.256332,-0.05750006,-0.26527798,-2.0519838,0.14504509,-1.7708948,-0.31148708,2.4933627,IBS_200indv
17.714466,-40.906826,-33.235493,-0.47593775,0.54234374,-1.0164049,1.0757489,-0.61548346,0.05282589,-0.5640929,IBS_201indv
17.782898,-37.346607,-32.157578,0.6609719,-0.9720999,0.2105455,-1.2041392,-0.24331017,2.6446002,1.684784,IBS_202indv
17.754696,-44.78235,-31.71518,1.0749971,-0.7728463,0.0999157,-1.1696103,-1.0894079,0.6523165,-0.07614577,IBS_203indv
18.19895,-46.606728,-34.807587,0.7705417,-2.0223653,-0.03469337,0.59896976,1.8883976,2.9766579,-0.43684018,IBS_204indv
17.712523,-41.3461,-32.754753,0.060115844,-0.9429245,0.25600663,0.3128204,-0.8256963,1.3713185,-0.9460856,IBS_205indv
16.10796,-43.40561,-32.326138,0.7797093,-0.70692635,0.42649516,1.791247,-1.758736,-0.8125401,0.3064142,IBS_206indv
