PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,Samplename
16.982515,-44.156097,-33.78622,0.056138095,-0.3653609,-0.7632248,0.9481078,-0.48671824,1.5748643,-0.075162105,IBS_207indv
18.520618,-42.823452,-31.28634,0.49261448,-1.2528749,-0.27314037,-0.47771296,-0.57720065,1.1534568,-0.30946812,IBS_208indv
18.876741,-41.83464,-31.977938,1.1970452,-0.31222066,-1.2274497,0.8095879,0.14608529,1.2952139,-0.6892471,IBS_209indv
17.666626,-44.445007,-32.8104,-0.10257087,0.34869742,-0.5937678,2.113519,0.28607792,0.2399755,0.86889666,IBS_210indv
17.493326,-43.897366,-31.39033,1.1240114,-0.10644266,-0.93735874,-0.07001372,-0.9961611,0.6315361,0.62845063,IBS_211indv
19.589497,-43.14302,-30.43628,1.3541361,-0.75134087,-0.51802546,-1.1966017,-1.0157148,-0.3216895,0.04067535,IBS_212indv
18.637152,-39.717865,-31.064878,1.1910837,-0.15614387,-0.8565877,-0.116623394,0.05386224,-0.6293413,-1.2251228,IBS_213indv
17.057343,-45.9315,-32.081978,0.69193935,-0.65340567,-1.049533,-0.32235077,-0.6956155,0.6286805,0.66334414,IBS_214indv
32.102848,77.60186,-36.377586,-0.69721794,0.7478334,-0.34599644,-1.2970428,0.099269934,-0.8674231,-0.0777584,CHB_215indv
32.682526,76.180405,-38.320118,0.72556996,-0.2966244,0.85037374,0.5667003,0.4076454,-0.2571731,-0.2561608,CHB_216indv
31.980947,75.882515,-36.46115,-0.53404707,1.3452388,-1.2627566,1.1944729,-0.113458395,1.2581689,-3.6376278,CHB_217indv
31.778193,75.09597,-37.47488,0.3274253,0.2718184,-1.0877777,0.97468483,0.5921866,-0.6513975,1.1492635,CHB_218indv
30.70227,79.48487,-39.3191,0.15610436,0.031754408,-0.4783024,1.9701188,-0.8715848,0.35411057,1.3091058,CHB_219indv
31.360743,69.526855,-33.17247,-0.35680574,-0.36261463,0.9786142,0.16644916,-1.3478287,-1.706702,-0.4773421,CHB_220indv
33.113274,76.02275,-37.255028,-0.48401275,0.6452674,0.32462317,0.05501314,1.7299953,-0.80667365,0.22573881,CHB_221indv
34.477818,79.63269,-38.032726,-0.42242748,0.65738416,0.3925697,1.5102512,1.1435186,-0.5525755,1.5809963,CHB_222indv
32.6534,78.54995,-38.383965,-0.71400446,-0.20801426,-1.0427959,-0.078315966,-1.2515936,0.026473407,0.90470254,CHB_223indv
34.12183,74.59496,-33.741177,0.4139369,-0.15610468,0.39051363,-0.98056674,0.5916691,0.3623585,-0.23284496,CHB_224indv
32.36564,75.35343,-36.327137,0.16194953,-0.5521871,0.31099376,-0.71485,0.71535844,-1.6611912,-0.2280953,CHB_225indv
32.808372,76.62672,-36.536396,0.12718849,0.23112287,-0.31575266,0.020456953,-0.5551429,0.5154668,0.1896876,CHB_226indv
32.70495,84.38439,-40.168846,-0.1664497,0.9979668,-0.7999432,-0.6033519,0.44620365,-0.44024992,-0.9118963,CHB_227indv
32.13109,76.10921,-37.49622,0.16460907,0.72865707,-0.5795762,0.35558403,0.057466466,-0.41850767,-0.6637028,CHB_228indv
32.905952,78.35502,-38.630775,0.07236317,0.8638319,0.9334313,0.53800356,0.3221,1.016068,0.94385636,CHB_229indv
32.511864,80.89766,-39.363438,-0.1896808,-0.23253359,-0.05623314,0.5372025,-0.32429534,-0.1330733,0.080532715,CHB_230indv
34.343014,78.21568,-36.586864,0.52181196,0.6821288,0.28721547,-0.2719436,0.32856792,0.72697157,-0.41072774,CHB_231indv
33.596893,76.89078,-37.974976,-0.10410425,-0.58657086,0.37845686,-0.30687436,1.1904644,0.63398796,-0.40247586,CHB_232indv
33.469566,77.77276,-40.777687,1.0409936,0.33138603,-0.19449241,0.7650629,0.6840606,-0.11380868,0.25501248,CHB_233indv
32.558117,75.33635,-41.099083,0.46911114,-0.2999656,-0.08112896,-0.2911147,-1.8502623,0.7985259,0.43296987,CHB_234indv
34.95831,77.74608,-38.019382,0.079087645,0.37918144,0.4753204,-0.11131294,0.22072557,-0.52345437,0.7379379,CHB_235indv
32.126495,77.59188,-40.14801,0.3851398,0.23042946,-0.26140252,0.61103064,-0.60285026,-1.0008874,-0.28881812,CHB_236indv
33.247944,77.213554,-38.644047,0.27622175,0.3479108,-1.6629348,0.423756,0.93465084,-0.92474574,-0.23579879,CHB_237indv
32.125416,74.597534,-36.7062,-0.9936346,0.6142342,0.016285893,0.45980805,1.0958138,-0.54713774,-0.14436898,CHB_238indv
32.996975,78.41361,-38.799015,-0.32216686,0.3426414,-0.72324926,-0.0023987968,0.3573313,-2.0539045,-0.0065744217,CHB_239indv
33.138706,80.03427,-41.20917,-1.1704283,0.41926646,0.16760926,0.14323086,-0.23039624,-1.2534429,0.26703227,CHB_240indv
33.690792,78.93314,-37.492744,-0.13580638,0.24351259,0.116167724,0.3820355,-0.26990792,-0.09936222,0.5680626,CHB_241indv
31.246033,74.379486,-34.056526,0.2828998,0.00012573131,-0.08731252,-0.4754875,0.15097894,-0.9129478,0.0033813778,CHB_242indv
33.13975,73.899185,-36.532364,0.0005257285,-0.19708242,0.52295965,0.28260875,0.7454469,0.25027528,0.7326831,CHB_243indv
30.988806,71.53714,-36.50011,0.3225522,1.0604639,-0.5042227,-0.4372411,0.7325167,-0.023490882,-1.0045708,CHB_244indv
31.51186,76.49892,-38.984848,0.772419,0.06838999,-0.67395186,0.89446723,-0.5674742,-0.19977368,-0.05678829,CHB_245indv
32.34556,72.52078,-36.04669,-0.2592385,-0.18757664,0.49154267,-0.4330122,0.48638135,0.3101449,-0.1614842,CHB_246indv
33.06913,74.567276,-38.643204,2.148113,0.115869254,-1.3297994,0.5493948,1.1810212,-0.54941386,0.117308065,CHB_247indv
33.04373,74.58419,-40.275406,-0.4287398,-0.20229924,0.39274508,-0.17406197,0.9683281,-0.0500511,0.7357789,CHB_248indv
31.992687,74.81724,-36.143055,0.08517009,0.31000313,0.4088707,0.1998639,-2.1877427,0.76500106,-0.4723011,CHB_249indv
31.654188,77.18582,-38.212666,0.4216377,-0.535754,0.9785891,-0.11390235,0.092824355,-1.0507221,-0.65791047,CHB_250indv
33.741863,74.31966,-38.0375,0.26279327,0.26897952,0.7892919,1.331373,0.4971134,0.7466035,0.5437913,CHB_251indv
32.91957,78.844826,-38.503475,-0.6776305,0.12580748,-0.38421148,0.064706296,0.15462433,0.7026774,-1.1127282,CHB_252indv
32.837044,76.37958,-38.577457,-0.00032983595,0.97474515,-1.0511346,-0.082472056,1.273649,-1.538042,0.55965436,CHB_253indv
33.36018,77.03613,-37.607063,-0.53324836,0.80832523,-0.23052445,-0.39078408,-0.09209365,-0.22913316,0.40540692,CHB_254indv
31.65936,76.018005,-38.296673,-0.5300008,-1.0286279,0.29954585,0.4250307,-0.40717173,0.09663558,1.4488561,CHB_255indv
33.14241,75.169815,-35.355747,0.018696835,-0.23430917,-0.35933477,0.3143253,0.042074807,-0.9158791,0.35553175,CHB_256indv
32.544754,68.406944,-35.54013,-1.0941192,-0.0042134947,0.07716397,1.6930381,0.04179029,-0.06423592,0.6302229,CHB_257indv
33.584373,82.05896,-38.61073,-0.59390783,-0.17645857,-0.89521295,-1.6987698,0.8881142,1.1697096,0.0055684624,CHB_258indv
33.88291,75.81837,-35.27067,0.18552594,0.39144364,0.5534343,0.41188726,0.3731907,0.36957577,-0.10875302,CHB_259indv
30.10131,74.53267,-39.40373,-1.2421091,-0.045664925,-0.38300714,-0.3608707,0.8719296,0.8927426,1.0211917,CHB_260indv
32.49134,79.11351,-40.12736,0.19348621,1.1060395,0.75207835,0.050196353,-0.4591071,-0.15973762,0.27840236,CHB_261indv
33.771523,80.775185,-38.516075,0.6496221,0.44184524,1.2153857,0.23014964,1.3688451,0.4135572,0.9946887,CHB_262indv
31.05728,75.303825,-36.79801,0.2506688,0.4118301,0.04894761,-0.00017579026,-0.7712066,-0.8334693,-0.4188616,CHB_263indv
33.47976,75.848625,-35.43827,-0.41251016,0.38063034,-0.6773935,-0.7396196,-0.29305634,0.17271653,0.59043795,CHB_264indv
33.578552,80.09973,-41.445198,0.54976135,0.24188523,0.67650694,-0.33224785,-0.43536243,-0.32493782,0.5676051,CHB_265indv
33.186604,74.412674,-35.760365,0.24080142,-0.7082368,0.25922936,0.10639725,-0.22680275,-0.101567715,0.4564783,CHB_266indv
32.576057,71.35039,-34.28057,-0.8460207,0.68339366,-0.5971274,-0.46615198,-0.5034276,0.030767215,0.72160214,CHB_267indv
32.33192,78.03124,-35.394157,0.19852522,-0.20253175,-1.1586545,0.40402624,0.4958634,-1.0477948,-0.040946294,CHB_268indv
31.294876,75.332214,-37.44669,0.042641144,-0.45863414,0.15278274,0.21893284,-0.07957886,1.5731564,0.32722357,CHB_269indv
33.22933,76.04441,-37.41968,-0.23532651,0.113233626,-0.525686,-0.7161093,0.13688175,0.6790604,1.3103759,CHB_270indv
31.34123,67.543594,-36.910904,-0.039371893,-0.11476244,0.29670018,0.016245779,0.07666391,-0.8904769,-1.1049461,CHB_271indv
34.822807,82.53214,-41.90019,0.14192384,-0.2454114,-0.71638656,-0.73929226,0.7243598,0.65479493,0.34203902,CHB_272indv
32.10258,77.81218,-38.20596,-0.4887531,-0.05120755,-0.51107395,0.18231398,-0.20720579,1.2685319,-0.61146164,CHB_273indv
33.618248,78.774956,-39.288612,-0.21830747,0.2628126,-1.0220481,-0.38997456,-0.5364566,0.5173288,-0.5744057,CHB_274indv
33.627003,78.11696,-37.600903,-1.2264705,0.5941113,1.0500315,-1.6452638,0.08588191,0.6559934,0.62923896,CHB_275indv
32.966793,78.88237,-37.283504,0.32798058,-1.3526382,0.59997237,0.1919978,-0.3441407,0.34734213,-0.7886853,CHB_276indv
32.811394,75.183136,-35.995224,0.5672238,0.89660823,1.1248741,-0.33037695,1.5442832,0.2629047,0.6713371,CHB_277indv
35.1936,75.74213,-38.472164,-0.44639412,0.53433037,-1.2169801,0.006699103,0.41252795,-0.27597982,0.26492196,CHB_278indv
34.342373,83.55492,-42.57084,-0.30109093,-0.31877092,0.03613764,-0.46317673,0.26251101,1.3981868,0.30778167,CHB_279indv
30.306301,73.258484,-36.919273,-0.29508334,0.27956676,0.25321007,-0.5473506,0.8522194,0.079481214,0.12580973,CHB_280indv
33.172344,77.023155,-36.2995,-0.63702935,0.57698,0.54393893,-0.84449196,-0.22513992,0.83435506,-0.58807003,CHB_281indv
33.993313,79.7619,-40.454166,0.7865702,0.5977482,0.43078685,-0.43190405,0.3593206,0.5681889,0.8521515,CHB_282indv
31.333231,69.204994,-34.062664,1.205568,-0.47278485,-0.40430635,0.12469794,-0.43612787,-0.48570967,0.44395933,CHB_283indv
33.420685,77.36344,-40.9825,0.65783197,0.7588844,-1.3290187,0.114801414,0.0005871188,-0.061747648,0.7826189,CHB_284indv
33.421066,81.447685,-41.716686,-0.19816571,-0.47618997,-0.534588,0.56386364,0.16050111,0.3135591,-0.39795363,CHB_285indv
33.107708,73.47682,-38.792942,0.022666596,-0.47350195,-0.090598844,0.1203078,-0.24248831,0.5224932,0.93230456,CHB_286indv
31.4959,73.684135,-38.653973,0.2626563,-0.52213955,-0.8209485,0.62652653,0.014090023,-0.18430366,0.33649594,CHB_287indv
32.585808,78.98933,-37.04227,-0.70825326,-0.024414407,0.86270154,-0.22204119,-0.066832155,-1.1471763,-0.53019255,CHB_288indv
31.367836,75.397964,-37.669884,-0.71864176,0.9251051,-0.92783445,0.6704365,-1.2774792,0.6199105,0.09431892,CHB_289indv
30.034899,74.57779,-34.317497,-0.6821219,0.121422164,0.029722884,0.11168275,-1.4129629,-0.9739392,-0.24358574,CHB_290indv
32.858715,76.789085,-36.94338,0.14216809,1.0531504,-0.92253196,1.3907919,-0.21032067,1.2510512,-1.08456,CHB_291indv
32.06572,76.34745,-35.483055,-0.816731,0.3230973,-0.5348286,0.16269764,-0.3822033,0.20836933,-0.009047981,CHB_292indv
33.536785,76.09562,-37.131023,0.34472328,0.18421295,0.06643565,0.77082604,-0.48363194,0.12559739,-0.439893,CHB_293indv
32.179237,72.0518,-34.918934,-0.06451864,0.2452704,0.45225528,0.4952378,-0.40376183,-0.42741138,1.1563455,CHB_294indv
33.012062,75.89138,-35.470215,0.25730595,0.54592323,1.0125365,-0.37233913,-0.25898853,-0.3360814,0.29542664,CHB_295indv
34.785587,83.55801,-40.57173,-0.045982696,0.14206082,-0.7995311,-0.4410557,-0.55065054,-0.48219663,-0.06414935,CHB_296indv
32.392628,77.52526,-40.05419,0.23544186,0.031150652,1.1720686,-0.59542733,1.2796806,0.53956884,0.35275477,CHB_297indv
35.362873,79.27324,-40.136303,0.082737304,-0.5734239,-0.2642555,0.4248458,-0.49801973,-0.09964633,0.266348,CHB_298indv
31.63045,77.48149,-36.299774,-0.11585206,0.8119929,0.2150792,-0.90231013,0.36208495,1.3990653,-0.046456322,CHB_299indv
32.443165,72.62037,-35.29286,0.43849906,-0.22858039,0.5115182,-0.6160259,-0.26172173,-0.36464217,0.47082028,CHB_300indv
33.706375,83.33125,-40.247208,0.94716024,-1.3868287,0.83794326,0.28902596,0.2325013,-0.62476444,-1.254565,CHB_301indv
31.00722,71.12074,-37.692818,0.24516182,-0.12884404,0.474539,-0.2695466,0.5629091,0.74635017,-0.25097433,CHB_302indv
32.963997,80.61474,-39.95088,-0.29876465,0.5117664,-0.9129635,-0.19445504,1.196919,1.0595665,0.27246276,CHB_303indv
34.290962,77.542145,-37.084343,-0.5126447,-0.12707566,0.19973482,0.21054989,0.65502834,0.029982558,-0.294698,CHB_304indv
32.197105,79.51848,-39.626266,-0.54494375,0.628122,0.66790324,0.77726954,1.2603863,-0.04195767,0.95946866,CHB_305indv
33.39669,81.62109,-39.98428,-0.3428771,0.06409049,-0.62763894,-0.10122552,2.3242931,-0.42896944,-0.23290622,CHB_306indv
33.173767,77.95411,-35.656803,0.22815321,-0.33336094,0.01143469,0.13309325,0.26292402,-0.14796145,0.4210613,CHB_307indv
33.02855,74.999245,-36.65042,-0.3047075,0.41220757,0.67378086,-0.66071445,0.61962277,0.87461543,0.5891126,CHB_308indv
30.433933,68.093216,-35.560535,-0.06388677,1.1029233,-0.12839894,-1.63465,-1.2131194,0.9812865,1.1908059,CHB_309indv
34.34917,78.63854,-38.54285,0.52657324,0.39146227,-0.810253,-0.22336039,-0.69607764,0.2552251,-0.20533901,CHB_310indv
32.581398,76.44172,-35.50854,0.47105762,0.58340913,-0.8067992,0.5671882,-0.15666714,-0.42352635,-0.6292044,CHB_311indv
33.57156,80.84279,-39.7066,-0.17885387,0.94058377,0.18809272,0.35003737,-0.48629192,0.8050595,-0.1134137,CHB_312indv
31.99577,76.15607,-37.57906,-0.4203495,-0.08675703,-1.0898757,-0.2648972,-0.053942382,0.20895079,-1.1982297,CHB_313indv
33.102848,77.73151,-39.17991,0.82650733,0.10978685,-0.27600136,-0.41152382,-0.4211742,-1.6089813,-0.844165,CHB_314indv
32.66253,73.765686,-34.626614,-0.14190322,-0.2106658,0.60621285,-0.4573822,-0.36208788,-0.25304633,0.28844643,CHB_315indv
32.960186,76.10623,-37.3467,-0.2863326,0.25388607,0.23642795,-0.44903323,-0.44957438,-0.070621386,0.26810744,CHB_316indv
33.24969,77.014946,-37.27338,-0.40852273,0.7364788,0.24187306,-1.3564512,0.08990768,0.22500148,0.018859558,CHB_317indv
32.02242,13.087682,66.55709,-0.16993953,0.17823233,0.09410279,0.62801677,0.08260637,-1.1235734,0.09544177,MXB_318indv
33.54848,12.20286,67.00171,0.37611803,-0.4382595,0.064599045,0.1191587,-0.020022143,-0.46955705,0.35804254,MXB_319indv
33.900433,16.136444,67.84456,-0.25580686,0.017787186,-0.6212708,0.24599451,0.13935016,0.08294944,-0.26116458,MXB_320indv
33.78426,14.228627,72.53516,-0.25006545,0.037186295,-0.569752,1.1203405,0.82202774,0.66912836,-0.41038197,MXB_321indv
31.887398,13.88946,63.425632,-0.51115304,1.403422,-0.5035244,5.9693832,0.2773674,-1.1833074,0.24014854,MXB_322indv
33.528923,12.335472,72.15704,-0.9128187,-0.41409013,-0.05474512,3.7786174,0.3772137,0.18296067,0.5007262,MXB_323indv
32.68869,13.88751,67.18889,-0.13984577,-0.08897914,0.969583,-0.8954097,-0.7070524,1.1523134,-1.0820873,MXB_324indv
34.520004,14.641275,73.06445,-0.4764655,0.6008346,0.42376018,-0.13712366,-0.6620636,-0.14384942,-0.99817336,MXB_325indv
31.948425,13.49932,64.83705,0.1255204,-0.77555716,-0.058814682,-0.6260925,-0.56911653,0.6074854,-0.59595335,MXB_326indv
33.584152,15.459287,70.5153,0.32077527,0.37215382,-0.36459574,-0.14413457,-1.124702,1.1214213,-0.69058067,MXB_327indv
33.74661,14.225783,68.39196,0.0051031127,0.10375967,-0.009806556,0.6603837,0.5341879,0.0148563115,-0.046319008,MXB_328indv
34.33383,15.159384,67.19338,0.30553734,0.13341935,0.52701175,-0.018328667,0.5798891,-0.15935409,-0.08101726,MXB_329indv
33.891544,15.430859,69.98857,0.41486287,0.50629896,-0.6200646,-0.14406982,-0.9450955,0.53054786,0.58315253,MXB_330indv
33.484993,15.208548,68.84194,0.050843798,0.47235653,-0.14171985,-0.44220877,0.06511297,0.8960444,-1.2230781,MXB_331indv
33.01421,14.615122,66.65718,-0.15510727,-0.38515723,-0.27204496,-0.403586,0.2923859,0.16089986,0.28843272,MXB_332indv
32.60627,13.764152,68.398056,-0.027881932,-0.5964394,-0.5456186,0.5985782,0.8648214,-0.38699606,-0.2356238,MXB_333indv
32.500412,12.60267,64.592285,-0.65252143,-0.3846751,0.4264789,-0.19081967,0.8554349,-0.6317758,-1.2657478,MXB_334indv
33.47782,14.740108,65.70913,0.20702645,0.1828506,0.40251082,0.15326305,-0.43820795,0.28314114,-0.053593487,MXB_335indv
34.358738,13.189451,70.98589,-0.005511034,-0.03552967,-0.10240969,0.4131624,0.4437407,-0.4332397,-0.69019085,MXB_336indv
33.47972,13.832475,69.81248,0.3817041,-0.1910766,0.18528105,0.08850849,-0.5954851,-0.14350793,0.30055532,MXB_337indv
34.677048,15.080208,73.14964,-0.4273761,0.25464916,0.18595518,-0.684473,-1.2397965,-1.0026536,-0.45595425,MXB_338indv
33.09123,13.57219,66.562706,-0.17379653,-0.26092795,-0.19429336,-0.1952898,-0.17559487,0.3056935,-0.5418655,MXB_339indv
34.64102,13.495479,68.1681,-0.081948675,0.19740355,0.6651208,-0.1646779,-0.021478433,-0.4443667,-0.48407602,MXB_340indv
34.72286,14.529489,72.431984,-0.051057987,-0.4186678,0.8122433,1.1588445,-0.67205757,-1.5020638,0.63695824,MXB_341indv
35.19626,13.9115305,70.34813,0.41705588,-0.0144638475,0.070237234,-1.9306995,-0.11747715,-0.44671693,0.08247486,MXB_342indv
33.44155,16.166986,67.399216,-0.52639955,0.20944798,0.18783604,-0.40047467,0.04455233,0.34208363,0.31161946,MXB_343indv
34.223698,14.855428,67.51319,0.27318352,-0.113201454,-0.42685512,0.32143855,0.4329919,-0.51122063,-0.16050066,MXB_344indv
32.71238,15.627909,67.37471,-0.16596591,0.10110142,-0.021515504,0.04444975,0.31404656,-0.01073158,-0.5140199,MXB_345indv
33.459652,15.285442,68.801315,-0.8167991,0.358335,-0.08505607,0.95425093,0.57304764,0.49093994,-0.28277925,MXB_346indv
32.17222,15.484801,68.47191,0.029225681,0.68137115,-0.13933593,0.19257975,-0.23964235,-0.79669446,-0.1733469,MXB_347indv
32.56591,13.108151,66.40039,-0.44419298,0.30689973,-0.29555407,0.057767343,0.8833298,-0.6157697,-0.5503206,MXB_348indv
31.316093,14.498468,63.00714,0.05360561,0.17943594,0.30584687,0.21216697,0.31866446,-0.05218436,-0.19306572,MXB_349indv
33.93083,14.881903,67.46308,-0.6180205,-0.22760263,-1.5727493,0.62548864,0.2789506,0.049158093,-0.63021487,MXB_350indv
33.307735,14.851461,70.65779,0.42996773,-1.5152684,-0.13593227,-0.7326422,-0.68813926,1.6671596,-0.8098358,MXB_351indv
32.888103,13.044596,65.6123,-0.4152339,-0.2565172,-0.13629112,-0.34158882,0.5310991,0.07416652,-0.62795395,MXB_352indv
32.48779,13.012757,64.964745,0.40696052,0.48542586,-0.34456816,-0.7190897,0.33218026,-0.30516276,0.05132249,MXB_353indv
34.32169,12.357576,67.29066,0.46349517,0.09579323,-0.43755218,-0.6719456,0.9842878,-0.73439705,-0.9626501,MXB_354indv
33.39266,13.61557,69.92288,-0.9455162,0.27602243,-1.922475,-0.68178517,-1.5286875,0.787483,0.011966111,MXB_355indv
34.550148,11.582308,66.27209,-0.03483752,0.7323318,-0.11436348,-0.09767946,-0.7170236,0.6838184,-0.35580993,MXB_356indv
34.00808,15.089348,71.267136,-0.3992916,-0.2976874,0.40010628,-0.28695637,-1.3762325,0.03815738,-0.30016398,MXB_357indv
33.223488,13.853876,71.88519,-0.096469596,-0.20127425,0.73205644,0.5106508,-0.28067255,0.54548013,-0.8400172,MXB_358indv
31.835651,13.153516,67.55329,-0.4626142,0.15991637,0.40209892,-0.18768719,0.6715392,-0.501977,-0.022555744,MXB_359indv
31.970432,14.360911,66.02954,-0.38586593,0.7915825,-0.016334191,1.3024548,-0.13212992,0.32842958,-0.63022053,MXB_360indv
32.2322,14.617434,67.46248,0.34866148,-0.19967863,-0.3385417,-0.1309299,-0.33285937,-0.8306586,0.40790075,MXB_361indv
34.22315,14.081017,71.283035,-0.63568157,-0.704117,0.21892646,0.6232156,0.16724293,-0.32981163,-0.54943323,MXB_362indv
33.684555,14.5556555,71.49309,-0.8328154,0.45327842,-0.3107279,0.16383134,0.1397334,0.040779684,-0.8635418,MXB_363indv
34.324505,14.934295,68.02922,-0.10355218,-0.30426472,-0.20239612,0.026635816,0.40954104,0.8951701,0.14473704,MXB_364indv
33.782043,11.290965,66.26987,0.5058569,-0.20018439,0.40158522,-0.268178,0.60151654,-0.31260455,-0.57897615,MXB_365indv
33.57543,14.389739,69.86096,-0.17640837,0.2551809,-0.37660608,0.39875984,0.13313486,-0.2859789,0.23358075,MXB_366indv
31.809816,14.112393,69.05209,-0.6458786,0.5464949,0.633321,-0.43359467,0.6049114,1.207312,-0.114413925,MXB_367indv
23.643093,-15.027144,19.778187,-0.10522082,0.6397841,-0.43635505,-1.0049276,1.2830907,2.4709387,-0.6974905,MXL_368indv
23.448977,-22.429201,4.9088154,1.0124221,-1.2578865,0.8504754,-0.75119185,-0.4739478,-0.3259357,0.86557806,MXL_369indv
31.703182,8.077541,55.003094,0.37770852,1.0709177,0.7907914,0.44468296,0.7718731,0.056081157,-0.37294003,MXL_370indv
23.859644,-11.548942,21.02612,0.76150197,-0.5811575,2.5294855,0.27286118,3.0971122,4.689377,-1.1377803,MXL_371indv
27.464708,-5.8216767,33.940796,0.5207733,-1.1258847,-0.8762174,-0.49504316,-0.061357353,-1.5120126,-0.4848566,MXL_372indv
19.15774,-32.936813,-14.552105,-0.28248626,-0.7868428,-0.25214034,-1.2734611,-0.8353242,1.1839013,0.72753745,MXL_373indv
30.361862,-6.6886754,37.521587,0.08892073,-0.030321587,0.50306755,-0.70250124,-0.91729355,-0.5644874,-1.1621345,MXL_374indv
21.86094,-31.645256,-12.449063,1.2078828,-2.1278539,1.3585489,0.18336716,1.7601743,2.1180212,-0.6651852,MXL_375indv
21.568258,-25.480907,-2.6271355,0.10975863,-1.6352594,0.21172541,0.74009836,-1.6519454,1.5407038,0.07492951,MXL_376indv
21.89246,-25.524193,-1.8670627,0.6764469,0.43058166,-0.20668283,-0.7789846,0.89303726,2.323175,-0.06731852,MXL_377indv
13.227252,-27.753046,-11.890811,-0.30312154,-1.9637262,-0.25379604,-1.753837,0.581435,0.9505835,-3.4267154,MXL_378indv
21.509922,-21.63406,-5.3796406,-0.70679414,-1.4475261,2.1779933,-0.952442,0.2284264,0.6438081,-2.031457,MXL_379indv
8.36189,-21.048582,-2.0269532,-2.6248806,-2.22525,-3.2995493,-3.242548,-0.5274301,-1.5736058,3.9298277,MXL_380indv
24.38123,-13.351694,20.31359,0.12619656,-0.69690794,0.39055952,0.25511602,-1.5360347,1.074623,0.3982139,MXL_381indv
21.760853,-23.666033,-1.385383,0.06631567,-1.009299,0.732013,0.8301817,-1.3471367,0.4987429,0.6882779,MXL_382indv
32.66534,8.140519,57.108585,0.09357112,-0.3950358,-0.00911682,-0.44854385,0.35530633,0.32533804,0.36910754,MXL_383indv
14.673765,-40.245403,-31.60446,0.36741436,-1.0586172,-1.3711336,-0.6134661,-1.3370835,-0.636694,-1.8417965,MXL_384indv
19.67852,-40.3027,-28.282108,0.22768813,-0.7948229,-0.24418923,1.8050143,-0.24223346,0.8199939,0.36820453,MXL_385indv
27.500391,-7.1483297,31.268791,0.28592893,-0.8458627,-0.19417599,1.5184696,0.15192147,0.18359114,0.26887086,MXL_386indv
10.286174,-3.678216,28.352911,1.7951698,1.859513,1.9361938,3.6404939,-0.48451123,3.8371358,-2.1105452,MXL_387indv
22.533651,-23.383566,1.4006015,-0.6421475,-0.12318312,-0.37782678,0.7607078,-0.66103953,-0.42863208,-0.80139357,MXL_388indv
24.387098,-17.273035,17.923773,0.272142,-0.72702974,-0.5942409,-0.83155686,0.21544808,-0.4117304,-0.5485903,MXL_389indv
21.83308,-29.183292,-7.553706,0.12635815,-0.38660935,-0.1274547,-0.8059651,-0.5232599,0.7768686,-1.2687731,MXL_390indv
-5.8841257,-11.692494,8.776913,4.7181396,0.32487398,5.412864,-4.7713976,-4.411893,3.9635518,-9.616942,MXL_391indv
28.31897,1.1035966,32.791176,-0.66220987,0.74132955,-1.1188527,0.6965747,-0.12937476,0.24743469,-1.1314265,MXL_392indv
27.220686,-7.820467,29.493578,0.5894362,0.027996987,-0.8561038,-0.4769335,0.25478682,-0.9556783,0.24613352,MXL_393indv
18.927153,-38.11738,-24.318695,1.3183324,0.08774545,-0.7905465,-0.48457772,0.22748718,0.9896232,-1.5500863,MXL_394indv
19.450504,-18.334978,9.023567,-2.5783625,3.2928665,0.8246275,-6.412486,-13.952876,-5.546329,7.3297224,MXL_395indv
8.284495,-28.139038,-9.016427,-0.1924169,1.4516048,4.8192096,-3.66427,1.8807654,1.9398032,7.9987035,MXL_396indv
23.556864,-19.164558,10.791351,0.4081756,-1.2867068,0.14525434,-0.16230316,0.13292766,0.39127088,0.29325655,MXL_397indv
25.43501,-10.718923,24.607824,-0.3358889,-0.3609486,-0.38219768,-0.3042919,0.022632575,0.08961032,-0.6049124,MXL_398indv
14.233561,-18.129894,4.541171,-1.290957,-11.933777,-8.151624,1.7639173,-2.8401213,-4.1363187,-1.3462683,MXL_399indv
27.075474,-9.414845,30.495306,0.533234,0.44035274,0.31781676,0.3716603,0.20560314,-1.027046,0.039502487,MXL_400indv
28.609356,-9.282293,28.478798,-0.11226031,-0.83529544,-1.2272851,-0.04358414,-0.7751951,0.33496687,-1.6491756,MXL_401indv
20.73707,-20.8393,3.1050355,0.3510693,-0.9635603,-0.33940604,-0.97445804,0.70134914,0.43303397,-0.44196737,MXL_402indv
16.103672,-28.716078,-16.337826,0.029175397,-0.193615,1.2215543,-0.29879877,-0.64207107,2.2495894,-3.8273444,MXL_403indv
19.379574,-32.476635,-16.178003,-0.06269122,-1.4210953,-0.5028339,0.15190193,-2.5446343,-0.13028273,0.13087976,MXL_404indv
25.88654,-13.866417,16.508497,-0.26711276,-0.7628047,0.13628033,-0.9705833,-0.99731106,0.52693623,0.5197403,MXL_405indv
28.070742,-0.025382446,44.51478,8.835388,-0.021195883,-2.6394494,-1.4670888,-0.5976297,-0.3698283,-1.2997066,MXL_406indv
-2.9122953,-25.872972,-15.281675,5.2708635,1.7450327,2.0805042,15.211879,-6.274075,8.537469,-9.982437,MXL_407indv
